distance,avg_speed,max_speed,speed_std,idle_time,accel_intensity,load,engine_cc,bike_top_speed,fuel_efficiency_km_l,fuel_used
72,44.13576385962091,106.95392322373223,32.11815017573424,2,7.659005852345842,245,155,112.90890611602772,33.33351687056944,2.1599881068525852
71,26.38883411403015,52.949085593015916,13.870401831375892,3,5.986388033983967,134,110,82.41405516803627,41.995554155533355,1.6906551521393605
14,40.450171861442584,68.10137884176794,18.705537162010856,4,5.510638724879336,72,155,114.63999441385829,35.51784732658023,0.3941680325182017
86,34.62810766590921,57.9369612642327,16.141230606997368,0,6.569005154486256,91,110,82.06458497062046,49.0835463383619,1.7521146375029866
23,35.75163780383885,66.5167532353374,22.544381917825444,8,6.638692842872896,157,110,86.46074932412016,49.414259494882565,0.4654526898734954
86,56.60136987201542,86.13296379034651,23.78346380821404,5,6.476632059455546,65,125,109.83664355199832,46.03957659062371,1.8679580997170708
46,33.34349405648513,55.499626903393406,11.374116667334889,0,6.441870834798755,246,155,115.88174325077702,30.988354613009673,1.4844286046955224
55,42.35427013588422,76.1377267367297,21.606791156481602,9,5.517171507705029,203,125,103.43403313389672,35.99128214873337,1.5281478379323477
29,34.638605706506276,63.358104332029626,16.210107562313695,1,5.950996185272329,241,150,114.07081652947434,27.496920858539223,1.0546635439361929
65,22.88493639603869,52.47956156715082,13.300779473998412,7,5.231791049593231,97,125,98.2575647428628,34.82115939490209,1.8666810964805547
62,14.15612720564544,40.03837971616244,12.339272598791979,9,5.640557568698467,100,110,93.39809882826263,45.5199843185934,1.362039133538872
89,30.065869152916523,51.91666910302162,12.514999386844085,1,5.129743942647886,182,125,96.64450013066035,41.00160290493256,2.1706468453527985
38,50.060165985153986,91.68044951941405,23.185924307638544,2,5.839388538810162,168,110,92.76170573946023,49.0904384736866,0.7740814949202117
33,42.87111091646599,90.94206572644221,30.46998919401044,16,5.3323420612556935,68,125,98.41655987995082,40.26197770015326,0.8196318682048841
40,28.36036937971069,82.20022041141556,22.314570100722975,17,5.5997816002799015,153,110,86.50732190727209,49.665300874004004,0.8053912751173314
89,43.13166924055318,58.732752648439735,11.838848388978995,1,6.507966761650784,148,110,81.7959127099984,61.6271390423828,1.444168938927898
72,39.355074758557244,70.49426589070045,18.54267922386402,4,5.799106785348293,238,110,83.4972095542713,55.00155851439058,1.30905381492348
84,24.93091451403198,65.43280101530732,18.217928798366604,13,6.451832761715433,116,200,136.55763091441676,23.267822309631,3.610135872716837
5,37.80621523320143,63.86115409128266,17.302549010907647,1,7.745465099183795,189,150,96.04581008754727,34.538156308816895,0.14476742635864442
15,42.84445562186094,81.49714825956745,22.320360395689665,3,6.95519405299459,193,200,134.03618955317802,31.72297425550404,0.4728434313626015
18,35.493563320083105,81.60803054220774,26.160876681998786,12,5.932894848920056,76,160,127.19012752484483,33.33286688658647,0.5400075565430409
53,37.361983676047586,86.33783874471276,28.764201322806194,11,5.986264057763828,93,155,119.90864056542426,34.862314493322565,1.5202662465267898
41,24.245105625448325,64.2032528478049,17.431877308221182,9,6.0578665197928006,176,150,93.69466421966372,32.96175871626015,1.243865667270192
6,31.96962280375901,94.31486892385952,30.481916288725735,26,6.460878628789441,236,200,127.66496740458649,30.81890958332014,0.19468566802400206
45,56.20876362564602,79.64311543463904,16.402757003074672,1,6.118739032926299,87,150,91.58350051547073,35.80904891699072,1.2566656016001685
98,62.32692246070474,77.74526271973393,9.836966192739007,0,4.736099808543655,197,125,104.03683048263115,42.78548393784811,2.2904964717089253
16,24.36418091309412,60.264192002259165,17.377961801920186,10,6.953829891010259,196,110,80.18281326517614,43.11055537058083,0.37113880492754203
84,18.14624014403915,58.75300207321687,17.758334620482064,23,5.702306394611165,112,155,114.64076563166998,29.530159229536014,2.844549511131093
115,29.105310748239344,62.52653808758119,12.089987855917721,2,5.117634225906327,137,110,88.22957587543365,49.59397777292328,2.318829929846569
6,72.20072117912235,119.59891592087118,24.961382650269826,0,5.646050848656406,98,200,124.04162256340237,29.401456351560316,0.20407152381353327
15,56.243784761656954,81.30501667068972,17.405764510826415,0,5.4013433426590485,140,160,124.13680328875625,35.33992405081123,0.4244491295010487
82,53.14266840026972,88.38185921353322,26.9854255975581,7,5.584832827877898,111,160,113.635571477386,39.11599404880121,2.0963291869227865
49,30.043769640515357,74.59921656679198,21.950960244719038,18,5.894654824821451,241,125,98.24837958688137,39.062875874849304,1.2543879297824236
31,39.58616552545841,60.67672344988104,16.27982590987134,1,6.262204641973415,91,150,99.62472767575164,30.394341954365764,1.0199266707778565
41,34.851767047633615,79.54959200363673,23.026547244581476,5,8.189811697667182,112,160,117.58503904107505,33.25484467091516,1.2329030673794963
8,50.60631435498697,86.89799977483726,26.132940497127613,1,4.823951581912985,190,160,117.49244578450012,33.76842964124022,0.23690767041858163
103,28.6099111496266,73.275717566011,21.656257907416382,22,5.52948511499561,97,110,85.82611750807928,55.02568342001029,1.8718531710692698
88,59.7306171352042,89.41115406998286,23.62744823597566,2,7.057791712915338,100,150,115.0857929325747,38.78748273578765,2.2687731658029446
107,60.92685139039588,109.25719432058011,27.507556132204446,4,6.767403853611661,249,155,117.8523076383637,36.50019316451443,2.9314913353397167
106,19.02149473348065,59.997071295579026,16.319011721717864,20,6.567499672643788,224,150,104.74362430704156,30.381419028604903,3.4889746229495806
8,27.669898190800104,74.30550455761292,17.174165473168546,2,6.511818418325575,223,150,109.16635216819583,43.42771288723698,0.18421416805376203
27,34.99784661335272,68.02691358511336,19.91342764639571,6,5.774458075155199,156,125,109.50490132459417,40.6535536435564,0.6641485818615394
105,20.815997543882848,39.04142443627387,10.155083082169046,3,6.1341568776716295,170,200,118.87244213723963,27.818545389590774,3.7744604733822356
35,26.805261878540534,90.60148676735254,28.228517282575588,30,5.5688348589343395,147,155,114.50976730355555,31.05077162181183,1.1271861590522925
63,29.04110069961189,83.14724113600303,24.824477312730696,10,5.600202722182322,182,150,100.49409864140648,35.21877703344417,1.788818502703102
8,53.14314803640789,106.59738086556061,30.368989908795548,5,7.288342378572229,118,200,120.91608869704753,36.878733954562804,0.21692718654215634
62,52.69546939182274,130.8295962467301,44.700375863492944,21,5.83311314414721,69,200,131.7457988074305,29.089744375085736,2.1313353324995408
16,37.316159452568975,71.98057132165569,20.67938359660887,2,5.9030801075507275,91,125,103.77570855302565,39.74934873118982,0.40252231824481194
83,49.01664321370856,93.3338078137619,27.207580878029134,4,6.224959811156593,222,160,113.65386705685533,39.05773367602053,2.1250592952595655
118,42.66126393572194,88.20556330279423,24.872332541756172,9,6.402331149031544,103,125,108.16868775449291,44.790913642384425,2.63446289446393
32,21.665301404544167,63.39180020496899,18.74946477606414,30,5.192254048402389,216,160,126.59122473760097,31.178103091469293,1.026361350660733
77,49.3284994245575,90.25618017273528,23.835573835897247,4,6.365212911474056,156,200,118.90034540058845,34.9330916296411,2.2042137242346076
81,48.209844219735906,86.56429109547405,27.18068159526932,7,6.713287713049128,202,155,111.13351796498435,38.297591364458654,2.1150155170116127
70,30.5895830691943,81.49507727476833,24.194012044207966,15,6.557462191560382,193,160,120.35069809388402,33.64884865667558,2.080308919755943
100,61.162802183257455,90.34918865920335,14.140168920217274,0,5.541601851054527,170,110,90.34918865920335,42.07973238132251,2.376440969106209
56,23.80080549073666,56.040480531593104,16.790969387983605,11,6.90255301911518,120,125,103.65752605753534,36.017668018146644,1.5547924971651617
74,25.75465783598783,70.9155437124037,19.583014927779757,5,6.816738149482753,111,200,123.6785149273694,31.499601434435437,2.3492360737968903
61,45.80105944884529,79.18889213593357,23.004460367427605,0,4.60833164726316,164,155,112.2116900353759,36.14701091790249,1.6875530908639695
71,40.77927039603021,96.96866955961556,29.738478302937644,11,6.734294712660688,177,150,109.04840488808892,37.05593924943549,1.91602213944912
48,65.44116504522684,101.92223508803782,26.603221364758653,3,6.742972019238775,199,200,136.15693431182297,36.29661110115494,1.3224375098333263
10,26.854975725255482,99.8255394409271,23.54645506594054,5,7.831951443745772,232,160,130.45647002588623,29.71356045827073,0.33654667585339854
11,23.477088986080805,57.87591701736215,14.183429335575115,8,4.802497124203996,65,200,131.0266588451697,32.19440318785255,0.3416742946224414
53,78.61199070345525,111.78010266545867,17.174445308442976,0,5.3427843558341825,237,155,114.52538600991899,34.785981265047425,1.5236022694364475
96,46.52220864617054,108.23120166543507,29.125921139885833,6,6.162805612011774,225,155,115.01262194707273,35.099981341480294,2.735044188942333
73,51.49159056475632,110.92973134939352,32.905904523635186,9,6.187080647715611,75,200,139.37856748465254,32.66806395811781,2.234598294333875
82,52.52511067201027,102.04275895473506,28.1714445930809,4,6.205367624429181,89,160,111.27333949639335,40.30779853354246,2.0343457837758874
44,41.92472556473224,81.89767274315955,21.70778188790127,6,5.874686464528024,238,110,84.83481017631763,55.64455151606394,0.7907333027438941
33,40.8141974729287,60.77063119566021,12.610282458539709,0,7.213719437355577,217,125,103.03293102745313,35.74706190415234,0.9231527919268452
96,51.55777391964723,82.79355400807123,23.731366734046635,6,6.219534477916936,64,110,83.75730262401834,57.62484483907977,1.6659480865950225
98,19.841741712818546,50.39882301150444,12.766487336721191,4,6.661981049553864,91,160,125.187407443297,30.394572606808065,3.224259846247979
76,44.65611502778113,85.75231236018259,27.441942674746276,14,5.782746640845412,208,150,92.3009764984536,49.460594920362674,1.536576746041346
16,67.36043734028806,105.08027624414296,24.810941176919627,1,5.035542099080696,243,150,109.54149513468043,33.1952650942546,0.481996452041266
69,33.04596629533383,92.97564290058506,26.669845913799918,16,7.048473768597456,227,160,130.6021903042686,34.19177963716231,2.0180289160791554
6,26.56967893944636,92.01488105376582,25.267464890603772,7,6.410712145814436,213,160,119.68940001001788,33.05872935030631,0.18149517897137224
8,27.92371839576293,68.62613995730642,20.722709376762765,5,9.249694236791456,67,125,106.24914833072097,36.878272665717134,0.21692989995805792
115,39.51223697994884,76.97719971294416,20.689825199396026,7,5.095002778157499,64,125,97.5665956109463,41.16458522130624,2.793663518817081
57,28.871061106996606,60.26146066000295,16.468092593015577,6,6.527353404239174,232,200,136.2443871590556,25.201640477603366,2.2617575252950597
64,44.41597425249188,86.68004810808243,22.86099938696851,5,6.318621938470163,235,155,117.30240737592301,34.5644727392902,1.8516122170511162
97,43.64449672514671,108.45855787759312,30.002786936115882,9,7.142565001011777,65,155,119.92319939021117,38.177370884311784,2.5407721315838483
48,27.958844451043834,98.557730245385,25.538088950616096,17,6.433190470107139,100,155,117.89344073682493,32.348198443420905,1.4838538870705615
92,52.06451835125677,91.01512586342338,25.726236375783984,1,6.505092239678379,67,200,119.60775950048763,30.84265384813012,2.982882097403484
68,36.74492296805762,78.59811915768935,22.59675819211176,15,6.334072185701383,166,125,98.4412091729525,39.29697831930836,1.7304129454296633
92,42.08496505169666,84.60811113557241,30.71518195561671,7,5.93968659084417,230,155,114.50565421646954,31.07196030194409,2.960868870389352
35,24.173042305173745,77.81937419257443,19.214611587674007,12,6.575049131729233,190,200,130.09679160530993,25.21932109400352,1.387824829603445
64,24.45372316251584,78.21696371957177,24.21894602539841,27,7.519479571674611,231,200,125.11207862994439,20.303509869549803,3.152164350459623
24,46.990098964677976,102.29173514651181,27.779001798596042,4,7.210563134433321,243,160,113.85556151322302,39.36926316737966,0.6096126284600056
27,42.62558860447279,82.04638253655659,20.724110628183926,3,6.615396268305734,197,150,90.13010726060705,46.057778180540296,0.5862202013775747
53,33.62028641464045,68.90766557887792,16.597954116455405,1,5.647559303160045,68,125,109.03338463208547,37.77076775218659,1.4032015538506433
116,21.25802645131501,62.64973126831871,20.549248749667917,10,5.718688949137461,166,155,119.63797072501082,29.040074092158456,3.9944801666784624
25,44.491601983133954,92.81713039550043,25.07045738482798,11,5.712039650832522,204,150,119.79174111348013,28.951674817130655,0.863507902665705
76,50.22801383413105,92.2148611015653,22.63181103743741,0,5.84890588896684,149,125,96.67127314065006,41.412269494442945,1.8352049025035524
60,47.965364289243965,98.67368222237482,30.042504030498787,16,6.127302945017486,161,150,102.72344728720245,38.877997532418576,1.5432893618033892
80,36.262496632712974,89.50120617893339,25.743615328026696,2,8.231655145583085,207,155,116.76245628649114,32.455410736049934,2.464920276332839
26,27.640184189899397,82.1314160524093,19.565028251713215,13,5.688417529308103,92,125,105.4873512879566,38.90790572364383,0.6682446540472657
28,29.168729659735874,85.28419839971305,22.875077324176804,16,5.5042921149417285,148,110,85.28419839971305,41.19153452323785,0.6797513208497742
29,57.08449604283933,113.81844442575766,36.891256340411196,7,6.411798301525944,121,200,128.8324085628491,31.949774071292307,0.9076746500707573
82,31.514177965266754,76.09323149807635,22.098500543097366,16,6.22792590940322,160,150,100.77764249161044,40.34802574467275,2.0323175294599554
39,51.2962868322515,91.01301356432533,25.071507696722747,4,5.1097222663705235,174,150,92.02904628603739,38.07434146557504,1.0243118724787899
104,23.758744302928523,58.91394875961764,16.841965795709047,21,6.135380480931572,80,200,116.12390833723718,32.39175443900436,3.2106936410572735
66,26.454072659569515,70.66118370975694,21.152797839741073,21,6.017453243757002,170,125,96.35190485214503,36.314556117760674,1.8174530286416144
85,48.037830089310006,91.9465078932297,31.38508689323957,16,5.943659340624973,100,125,99.01031500564616,43.3866603888854,1.9591275115006297
44,28.58203007834623,66.42597757580499,19.195789282835186,7,6.422228472284177,146,110,83.58112315238515,52.91395647879132,0.8315386511994399
109,32.41890616711455,83.3266774482605,23.328772994094574,6,7.271590215617247,122,125,99.69655680354822,43.01034105131688,2.534274254415908
112,41.412550159714066,81.4905340092615,18.87176861603529,2,6.7164783443836535,154,125,96.8257949291313,37.083056421426384,3.0202472721554585
67,48.73953120980127,98.02667480761419,28.696465765499855,14,6.05194939214456,226,155,114.4637920536211,35.124923850375694,1.9074774449449339
106,23.48566346861689,60.439775651235074,17.162090126878322,6,5.818040469983911,123,155,119.09103335733585,30.030677238143436,3.529723927283405
104,42.45610959020765,87.39145098814701,23.834018596068272,9,7.300242693769298,114,150,98.3324995983086,41.78719684744794,2.488800585970666
114,13.138961550536923,44.35485695107994,13.890772428500005,21,4.334779027535655,77,160,117.92257511070537,31.853085685045748,3.5789311317339734
7,55.21187020797392,116.00438979887335,35.306957433487426,7,6.826916709977153,151,155,117.49008143633871,35.36191911001583,0.1979530573050074
94,18.591876068585776,73.41579475232224,21.58818807745813,10,6.45262961234268,65,125,106.8327668014979,33.48303593525433,2.807391784358099
30,48.655891869276346,97.43141727716198,33.85662695157895,12,6.731765021748877,74,150,104.87390624820983,31.841428559871236,0.9421687831496376
45,19.254435639056553,67.55354808437733,17.14432771063043,12,5.616053627677828,89,155,111.3096810598206,33.647198791720534,1.337407023941411
69,50.416870841580185,100.15825718377943,27.21423019433227,9,6.549565583892028,115,200,116.34198575665398,35.64302900483965,1.9358624091861303
71,29.531501463950413,73.77694221759536,20.691049807331062,10,6.601755527754139,197,110,90.01921791429085,40.9554805526891,1.7335897184421682
43,32.65306726851224,98.22158808011697,29.29229085500936,20,7.650308288855492,222,155,115.64028365084613,29.771179241460636,1.4443499080518898
85,28.18867570465206,82.091348965484,23.58126713608389,9,8.189617655766948,106,160,118.21371711120538,32.75559418242666,2.5949765871016437
72,32.73453797368542,83.2918497025368,26.43394096675876,18,7.530854311704919,91,125,103.61856178363104,42.402830504955276,1.697999853844331
75,43.67391800012967,83.47944561705202,23.53945039473621,7,7.5382351384700765,87,110,83.47944561705202,53.351988792875005,1.4057582799990396
65,35.35127217009761,76.81654218156382,19.718285479961686,9,5.612229866975177,76,110,80.34764125545517,56.03218507172446,1.1600475676041584
12,41.474025903524236,103.98247298799012,29.152250108456574,14,6.190134068279571,194,160,119.78497722591892,34.00778018140058,0.3528604318185696
87,15.487805770424686,55.382283413836454,15.45128285873467,19,3.3363860440488846,106,200,121.47948421768308,21.72418530889121,4.00475317085391
100,50.75268097854206,99.3167774685106,24.300855292822995,8,6.986531714615305,136,125,110.25965781777614,44.888724858686956,2.22773091271377
82,69.80115250656232,117.00857470348727,29.739477725231822,0,5.578237081885136,209,155,117.00857470348727,42.20337370294096,1.94297263003611
100,37.387879921428635,78.76699990294105,20.54414358678045,0,6.5908306839768915,211,150,118.03739591645885,35.18532727273162,2.8420937859941207
112,36.39644191496033,67.16541647101951,17.053440999852654,2,6.096523558551585,249,110,82.53842288507467,46.424130020278575,2.4125384783964106
116,40.12630468543596,89.62239513885892,25.771558574700272,11,6.0284747555127245,191,150,110.59972158102501,46.68706487478782,2.4846282436282023
92,56.98029699099282,126.30076566314736,34.5280324136421,4,7.157979510881939,249,200,132.7943533457617,25.67747381777296,3.5829069733612635
16,27.919589202766208,72.07823935126966,20.009729141869208,13,6.587704106985154,110,110,81.51390462542727,54.79111780631935,0.2920181343362671
110,36.23920348958749,85.36758304422446,28.612597384938788,11,5.6779499253348344,115,125,110.29228184483544,40.62746351922281,2.707528121905856
42,68.7933471159132,93.84086343809396,17.41855611236355,0,5.155321614076275,100,155,121.92899662496666,40.540035673295364,1.0360129018748334
14,31.895230572973375,79.44009159375261,22.579424903149107,6,7.0955704369093295,130,160,119.60767532483209,32.8884116844458,0.4256818521467591
80,31.80694057834454,55.86278087366206,17.51702468889813,8,5.464326888925101,180,110,81.78478765999522,50.947321721173026,1.5702493732217737
6,25.401280642667462,72.14248678194136,24.966523321191136,13,5.850733746988692,87,155,111.42120201736745,31.1136202835853,0.1928415898025675
33,27.433450858412357,71.66808450220712,19.95465976445908,12,5.733087200196768,88,110,86.086366719844,54.62542176949478,0.6041143286591271
10,33.533693582304,76.3682046823983,22.435998438408628,7,6.101167708664756,196,200,121.86475891161729,23.73795545426634,0.4212662720370357
96,51.20571151302921,86.59330019114341,20.92611934732996,2,5.51883095447692,121,110,86.59330019114341,57.58627311304425,1.667063951361256
47,66.993141829438,88.63861257700273,11.108654540098724,0,4.851288298713724,87,125,100.82341367172971,47.40568078471989,0.9914423592699326
16,38.880399280613105,92.63070681887785,29.394894483500597,17,6.819017480718433,192,150,99.55298692250817,36.72704015645576,0.4356463230317669
91,66.31984745475889,107.73236626119947,31.356215761602137,2,5.8263678269644705,111,200,123.09110420274864,30.06279332735449,3.026997491853095
112,32.479362711293675,73.68327926099826,23.48693210707731,14,6.097131712853813,93,200,117.02179171064589,34.04845473238868,3.289429751813662
